[2025-11-15T10:34:11.069Z] [ERROR] API Error fetching navigation data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:34:11.075Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:34:30.054Z] [ERROR] API Error fetching navigation data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:34:30.067Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:35:25.029Z] [ERROR] API Error fetching products page data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:35:25.549Z] [ERROR] API Error fetching products page data: | meta: {"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}
[2025-11-15T10:37:39.481Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T10:37:39.980Z] [ERROR] Error fetching top selling: | meta: {"error":{"length":163,"name":"error","severity":"FATAL","code":"28000","file":"auth.c","line":"541","routine":"ClientAuthentication"}}
[2025-11-15T12:31:18.405Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:31:19.135Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:31:39.361Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:31:49.617Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:31:52.806Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:31:53.510Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:32:03.584Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:32:12.604Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:32:21.148Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:32:32.660Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:32:53.081Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:33:14.403Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:33:36.832Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:33:57.799Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:34:21.122Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:34:48.670Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:36:08.670Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:36:37.892Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:36:40.847Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:36:45.541Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:38:43.213Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:39:04.638Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:39:18.793Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:39:40.766Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:39:45.813Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:39:46.525Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:40:44.238Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:42:02.514Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:42:28.777Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:42:40.816Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:42:41.977Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:43:02.783Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:43:23.192Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:43:51.223Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:43:57.179Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:44:15.559Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:44:21.939Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:44:22.980Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:44:24.115Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:45:02.779Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:45:03.814Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:45:04.512Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:45:56.952Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:46:23.240Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:53:39.690Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:53:47.358Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:54:07.749Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:54:32.157Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:55:14.222Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:55:14.407Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:55:30.834Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:55:59.176Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:56:30.368Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:56:57.442Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:57:21.123Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:57:45.453Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:58:13.665Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:58:35.460Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:59:02.468Z] [DEBUG] UID: 32 Role Value (Stock_Mgr) = true
[2025-11-15T12:59:02.763Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:59:19.886Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:59:22.018Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:22.028Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:23.987Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:24.079Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:24.100Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:24.703Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:24.929Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:25.885Z] [DEBUG] UID: 32 Role Value (Dashboard) = true
[2025-11-15T12:59:39.974Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
[2025-11-15T12:59:51.955Z] [DEBUG] UID: 32 Role Value (Order_Mgr) = true
